run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max
General-15-20200609-15:08:15-4036,runattr,,,configname,General,,,,,,,
General-15-20200609-15:08:15-4036,runattr,,,datetime,20200609-15:08:15,,,,,,,
General-15-20200609-15:08:15-4036,runattr,,,experiment,General,,,,,,,
General-15-20200609-15:08:15-4036,runattr,,,inifile,omnetpp.ini,,,,,,,
General-15-20200609-15:08:15-4036,runattr,,,iterationvars,$0=2ms,,,,,,,
General-15-20200609-15:08:15-4036,runattr,,,iterationvarsf,2ms-,,,,,,,
General-15-20200609-15:08:15-4036,runattr,,,measurement,$0=2ms,,,,,,,
General-15-20200609-15:08:15-4036,runattr,,,network,CellularNetwork,,,,,,,
General-15-20200609-15:08:15-4036,runattr,,,processid,4036,,,,,,,
General-15-20200609-15:08:15-4036,runattr,,,repetition,15,,,,,,,
General-15-20200609-15:08:15-4036,runattr,,,replication,#15,,,,,,,
General-15-20200609-15:08:15-4036,runattr,,,resultdir,results,,,,,,,
General-15-20200609-15:08:15-4036,runattr,,,runnumber,15,,,,,,,
General-15-20200609-15:08:15-4036,runattr,,,seedset,15,,,,,,,
General-15-20200609-15:08:15-4036,param,,,**.nUsers,10,,,,,,,
General-15-20200609-15:08:15-4036,param,,,**.timeslot,1ms,,,,,,,
General-15-20200609-15:08:15-4036,param,,,**.lambda,2ms,,,,,,,
General-15-20200609-15:08:15-4036,param,,,**.successProbGroup1,0.2,,,,,,,
General-15-20200609-15:08:15-4036,param,,,**.successProbGroup2,0.5,,,,,,,
General-15-20200609-15:08:15-4036,param,,,**.successProbGroup3,0.8,,,,,,,
General-15-20200609-15:08:15-4036,param,,,**.isBinomial,false,,,,,,,
General-0-20200609-15:07:10-7064,runattr,,,configname,General,,,,,,,
General-0-20200609-15:07:10-7064,runattr,,,datetime,20200609-15:07:10,,,,,,,
General-0-20200609-15:07:10-7064,runattr,,,experiment,General,,,,,,,
General-0-20200609-15:07:10-7064,runattr,,,inifile,omnetpp.ini,,,,,,,
General-0-20200609-15:07:10-7064,runattr,,,iterationvars,$0=2ms,,,,,,,
General-0-20200609-15:07:10-7064,runattr,,,iterationvarsf,2ms-,,,,,,,
General-0-20200609-15:07:10-7064,runattr,,,measurement,$0=2ms,,,,,,,
General-0-20200609-15:07:10-7064,runattr,,,network,CellularNetwork,,,,,,,
General-0-20200609-15:07:10-7064,runattr,,,processid,7064,,,,,,,
General-0-20200609-15:07:10-7064,runattr,,,repetition,0,,,,,,,
General-0-20200609-15:07:10-7064,runattr,,,replication,#0,,,,,,,
General-0-20200609-15:07:10-7064,runattr,,,resultdir,results,,,,,,,
General-0-20200609-15:07:10-7064,runattr,,,runnumber,0,,,,,,,
General-0-20200609-15:07:10-7064,runattr,,,seedset,0,,,,,,,
General-0-20200609-15:07:10-7064,param,,,**.nUsers,10,,,,,,,
General-0-20200609-15:07:10-7064,param,,,**.timeslot,1ms,,,,,,,
General-0-20200609-15:07:10-7064,param,,,**.lambda,2ms,,,,,,,
General-0-20200609-15:07:10-7064,param,,,**.successProbGroup1,0.2,,,,,,,
General-0-20200609-15:07:10-7064,param,,,**.successProbGroup2,0.5,,,,,,,
General-0-20200609-15:07:10-7064,param,,,**.successProbGroup3,0.8,,,,,,,
General-0-20200609-15:07:10-7064,param,,,**.isBinomial,false,,,,,,,
General-14-20200609-15:08:10-7540,runattr,,,configname,General,,,,,,,
General-14-20200609-15:08:10-7540,runattr,,,datetime,20200609-15:08:10,,,,,,,
General-14-20200609-15:08:10-7540,runattr,,,experiment,General,,,,,,,
General-14-20200609-15:08:10-7540,runattr,,,inifile,omnetpp.ini,,,,,,,
General-14-20200609-15:08:10-7540,runattr,,,iterationvars,$0=2ms,,,,,,,
General-14-20200609-15:08:10-7540,runattr,,,iterationvarsf,2ms-,,,,,,,
General-14-20200609-15:08:10-7540,runattr,,,measurement,$0=2ms,,,,,,,
General-14-20200609-15:08:10-7540,runattr,,,network,CellularNetwork,,,,,,,
General-14-20200609-15:08:10-7540,runattr,,,processid,7540,,,,,,,
General-14-20200609-15:08:10-7540,runattr,,,repetition,14,,,,,,,
General-14-20200609-15:08:10-7540,runattr,,,replication,#14,,,,,,,
General-14-20200609-15:08:10-7540,runattr,,,resultdir,results,,,,,,,
General-14-20200609-15:08:10-7540,runattr,,,runnumber,14,,,,,,,
General-14-20200609-15:08:10-7540,runattr,,,seedset,14,,,,,,,
General-14-20200609-15:08:10-7540,param,,,**.nUsers,10,,,,,,,
General-14-20200609-15:08:10-7540,param,,,**.timeslot,1ms,,,,,,,
General-14-20200609-15:08:10-7540,param,,,**.lambda,2ms,,,,,,,
General-14-20200609-15:08:10-7540,param,,,**.successProbGroup1,0.2,,,,,,,
General-14-20200609-15:08:10-7540,param,,,**.successProbGroup2,0.5,,,,,,,
General-14-20200609-15:08:10-7540,param,,,**.successProbGroup3,0.8,,,,,,,
General-14-20200609-15:08:10-7540,param,,,**.isBinomial,false,,,,,,,
General-11-20200609-15:07:57-3088,runattr,,,configname,General,,,,,,,
General-11-20200609-15:07:57-3088,runattr,,,datetime,20200609-15:07:57,,,,,,,
General-11-20200609-15:07:57-3088,runattr,,,experiment,General,,,,,,,
General-11-20200609-15:07:57-3088,runattr,,,inifile,omnetpp.ini,,,,,,,
General-11-20200609-15:07:57-3088,runattr,,,iterationvars,$0=2ms,,,,,,,
General-11-20200609-15:07:57-3088,runattr,,,iterationvarsf,2ms-,,,,,,,
General-11-20200609-15:07:57-3088,runattr,,,measurement,$0=2ms,,,,,,,
General-11-20200609-15:07:57-3088,runattr,,,network,CellularNetwork,,,,,,,
General-11-20200609-15:07:57-3088,runattr,,,processid,3088,,,,,,,
General-11-20200609-15:07:57-3088,runattr,,,repetition,11,,,,,,,
General-11-20200609-15:07:57-3088,runattr,,,replication,#11,,,,,,,
General-11-20200609-15:07:57-3088,runattr,,,resultdir,results,,,,,,,
General-11-20200609-15:07:57-3088,runattr,,,runnumber,11,,,,,,,
General-11-20200609-15:07:57-3088,runattr,,,seedset,11,,,,,,,
General-11-20200609-15:07:57-3088,param,,,**.nUsers,10,,,,,,,
General-11-20200609-15:07:57-3088,param,,,**.timeslot,1ms,,,,,,,
General-11-20200609-15:07:57-3088,param,,,**.lambda,2ms,,,,,,,
General-11-20200609-15:07:57-3088,param,,,**.successProbGroup1,0.2,,,,,,,
General-11-20200609-15:07:57-3088,param,,,**.successProbGroup2,0.5,,,,,,,
General-11-20200609-15:07:57-3088,param,,,**.successProbGroup3,0.8,,,,,,,
General-11-20200609-15:07:57-3088,param,,,**.isBinomial,false,,,,,,,
General-19-20200609-15:08:32-9812,runattr,,,configname,General,,,,,,,
General-19-20200609-15:08:32-9812,runattr,,,datetime,20200609-15:08:32,,,,,,,
General-19-20200609-15:08:32-9812,runattr,,,experiment,General,,,,,,,
General-19-20200609-15:08:32-9812,runattr,,,inifile,omnetpp.ini,,,,,,,
General-19-20200609-15:08:32-9812,runattr,,,iterationvars,$0=2ms,,,,,,,
General-19-20200609-15:08:32-9812,runattr,,,iterationvarsf,2ms-,,,,,,,
General-19-20200609-15:08:32-9812,runattr,,,measurement,$0=2ms,,,,,,,
General-19-20200609-15:08:32-9812,runattr,,,network,CellularNetwork,,,,,,,
General-19-20200609-15:08:32-9812,runattr,,,processid,9812,,,,,,,
General-19-20200609-15:08:32-9812,runattr,,,repetition,19,,,,,,,
General-19-20200609-15:08:32-9812,runattr,,,replication,#19,,,,,,,
General-19-20200609-15:08:32-9812,runattr,,,resultdir,results,,,,,,,
General-19-20200609-15:08:32-9812,runattr,,,runnumber,19,,,,,,,
General-19-20200609-15:08:32-9812,runattr,,,seedset,19,,,,,,,
General-19-20200609-15:08:32-9812,param,,,**.nUsers,10,,,,,,,
General-19-20200609-15:08:32-9812,param,,,**.timeslot,1ms,,,,,,,
General-19-20200609-15:08:32-9812,param,,,**.lambda,2ms,,,,,,,
General-19-20200609-15:08:32-9812,param,,,**.successProbGroup1,0.2,,,,,,,
General-19-20200609-15:08:32-9812,param,,,**.successProbGroup2,0.5,,,,,,,
General-19-20200609-15:08:32-9812,param,,,**.successProbGroup3,0.8,,,,,,,
General-19-20200609-15:08:32-9812,param,,,**.isBinomial,false,,,,,,,
General-2-20200609-15:07:18-18200,runattr,,,configname,General,,,,,,,
General-2-20200609-15:07:18-18200,runattr,,,datetime,20200609-15:07:18,,,,,,,
General-2-20200609-15:07:18-18200,runattr,,,experiment,General,,,,,,,
General-2-20200609-15:07:18-18200,runattr,,,inifile,omnetpp.ini,,,,,,,
General-2-20200609-15:07:18-18200,runattr,,,iterationvars,$0=2ms,,,,,,,
General-2-20200609-15:07:18-18200,runattr,,,iterationvarsf,2ms-,,,,,,,
General-2-20200609-15:07:18-18200,runattr,,,measurement,$0=2ms,,,,,,,
General-2-20200609-15:07:18-18200,runattr,,,network,CellularNetwork,,,,,,,
General-2-20200609-15:07:18-18200,runattr,,,processid,18200,,,,,,,
General-2-20200609-15:07:18-18200,runattr,,,repetition,2,,,,,,,
General-2-20200609-15:07:18-18200,runattr,,,replication,#2,,,,,,,
General-2-20200609-15:07:18-18200,runattr,,,resultdir,results,,,,,,,
General-2-20200609-15:07:18-18200,runattr,,,runnumber,2,,,,,,,
General-2-20200609-15:07:18-18200,runattr,,,seedset,2,,,,,,,
General-2-20200609-15:07:18-18200,param,,,**.nUsers,10,,,,,,,
General-2-20200609-15:07:18-18200,param,,,**.timeslot,1ms,,,,,,,
General-2-20200609-15:07:18-18200,param,,,**.lambda,2ms,,,,,,,
General-2-20200609-15:07:18-18200,param,,,**.successProbGroup1,0.2,,,,,,,
General-2-20200609-15:07:18-18200,param,,,**.successProbGroup2,0.5,,,,,,,
General-2-20200609-15:07:18-18200,param,,,**.successProbGroup3,0.8,,,,,,,
General-2-20200609-15:07:18-18200,param,,,**.isBinomial,false,,,,,,,
General-22-20200609-15:08:45-11160,runattr,,,configname,General,,,,,,,
General-22-20200609-15:08:45-11160,runattr,,,datetime,20200609-15:08:45,,,,,,,
General-22-20200609-15:08:45-11160,runattr,,,experiment,General,,,,,,,
General-22-20200609-15:08:45-11160,runattr,,,inifile,omnetpp.ini,,,,,,,
General-22-20200609-15:08:45-11160,runattr,,,iterationvars,$0=2ms,,,,,,,
General-22-20200609-15:08:45-11160,runattr,,,iterationvarsf,2ms-,,,,,,,
General-22-20200609-15:08:45-11160,runattr,,,measurement,$0=2ms,,,,,,,
General-22-20200609-15:08:45-11160,runattr,,,network,CellularNetwork,,,,,,,
General-22-20200609-15:08:45-11160,runattr,,,processid,11160,,,,,,,
General-22-20200609-15:08:45-11160,runattr,,,repetition,22,,,,,,,
General-22-20200609-15:08:45-11160,runattr,,,replication,#22,,,,,,,
General-22-20200609-15:08:45-11160,runattr,,,resultdir,results,,,,,,,
General-22-20200609-15:08:45-11160,runattr,,,runnumber,22,,,,,,,
General-22-20200609-15:08:45-11160,runattr,,,seedset,22,,,,,,,
General-22-20200609-15:08:45-11160,param,,,**.nUsers,10,,,,,,,
General-22-20200609-15:08:45-11160,param,,,**.timeslot,1ms,,,,,,,
General-22-20200609-15:08:45-11160,param,,,**.lambda,2ms,,,,,,,
General-22-20200609-15:08:45-11160,param,,,**.successProbGroup1,0.2,,,,,,,
General-22-20200609-15:08:45-11160,param,,,**.successProbGroup2,0.5,,,,,,,
General-22-20200609-15:08:45-11160,param,,,**.successProbGroup3,0.8,,,,,,,
General-22-20200609-15:08:45-11160,param,,,**.isBinomial,false,,,,,,,
General-17-20200609-15:08:23-15428,runattr,,,configname,General,,,,,,,
General-17-20200609-15:08:23-15428,runattr,,,datetime,20200609-15:08:23,,,,,,,
General-17-20200609-15:08:23-15428,runattr,,,experiment,General,,,,,,,
General-17-20200609-15:08:23-15428,runattr,,,inifile,omnetpp.ini,,,,,,,
General-17-20200609-15:08:23-15428,runattr,,,iterationvars,$0=2ms,,,,,,,
General-17-20200609-15:08:23-15428,runattr,,,iterationvarsf,2ms-,,,,,,,
General-17-20200609-15:08:23-15428,runattr,,,measurement,$0=2ms,,,,,,,
General-17-20200609-15:08:23-15428,runattr,,,network,CellularNetwork,,,,,,,
General-17-20200609-15:08:23-15428,runattr,,,processid,15428,,,,,,,
General-17-20200609-15:08:23-15428,runattr,,,repetition,17,,,,,,,
General-17-20200609-15:08:23-15428,runattr,,,replication,#17,,,,,,,
General-17-20200609-15:08:23-15428,runattr,,,resultdir,results,,,,,,,
General-17-20200609-15:08:23-15428,runattr,,,runnumber,17,,,,,,,
General-17-20200609-15:08:23-15428,runattr,,,seedset,17,,,,,,,
General-17-20200609-15:08:23-15428,param,,,**.nUsers,10,,,,,,,
General-17-20200609-15:08:23-15428,param,,,**.timeslot,1ms,,,,,,,
General-17-20200609-15:08:23-15428,param,,,**.lambda,2ms,,,,,,,
General-17-20200609-15:08:23-15428,param,,,**.successProbGroup1,0.2,,,,,,,
General-17-20200609-15:08:23-15428,param,,,**.successProbGroup2,0.5,,,,,,,
General-17-20200609-15:08:23-15428,param,,,**.successProbGroup3,0.8,,,,,,,
General-17-20200609-15:08:23-15428,param,,,**.isBinomial,false,,,,,,,
General-18-20200609-15:08:28-8320,runattr,,,configname,General,,,,,,,
General-18-20200609-15:08:28-8320,runattr,,,datetime,20200609-15:08:28,,,,,,,
General-18-20200609-15:08:28-8320,runattr,,,experiment,General,,,,,,,
General-18-20200609-15:08:28-8320,runattr,,,inifile,omnetpp.ini,,,,,,,
General-18-20200609-15:08:28-8320,runattr,,,iterationvars,$0=2ms,,,,,,,
General-18-20200609-15:08:28-8320,runattr,,,iterationvarsf,2ms-,,,,,,,
General-18-20200609-15:08:28-8320,runattr,,,measurement,$0=2ms,,,,,,,
General-18-20200609-15:08:28-8320,runattr,,,network,CellularNetwork,,,,,,,
General-18-20200609-15:08:28-8320,runattr,,,processid,8320,,,,,,,
General-18-20200609-15:08:28-8320,runattr,,,repetition,18,,,,,,,
General-18-20200609-15:08:28-8320,runattr,,,replication,#18,,,,,,,
General-18-20200609-15:08:28-8320,runattr,,,resultdir,results,,,,,,,
General-18-20200609-15:08:28-8320,runattr,,,runnumber,18,,,,,,,
General-18-20200609-15:08:28-8320,runattr,,,seedset,18,,,,,,,
General-18-20200609-15:08:28-8320,param,,,**.nUsers,10,,,,,,,
General-18-20200609-15:08:28-8320,param,,,**.timeslot,1ms,,,,,,,
General-18-20200609-15:08:28-8320,param,,,**.lambda,2ms,,,,,,,
General-18-20200609-15:08:28-8320,param,,,**.successProbGroup1,0.2,,,,,,,
General-18-20200609-15:08:28-8320,param,,,**.successProbGroup2,0.5,,,,,,,
General-18-20200609-15:08:28-8320,param,,,**.successProbGroup3,0.8,,,,,,,
General-18-20200609-15:08:28-8320,param,,,**.isBinomial,false,,,,,,,
General-10-20200609-15:07:53-10304,runattr,,,configname,General,,,,,,,
General-10-20200609-15:07:53-10304,runattr,,,datetime,20200609-15:07:53,,,,,,,
General-10-20200609-15:07:53-10304,runattr,,,experiment,General,,,,,,,
General-10-20200609-15:07:53-10304,runattr,,,inifile,omnetpp.ini,,,,,,,
General-10-20200609-15:07:53-10304,runattr,,,iterationvars,$0=2ms,,,,,,,
General-10-20200609-15:07:53-10304,runattr,,,iterationvarsf,2ms-,,,,,,,
General-10-20200609-15:07:53-10304,runattr,,,measurement,$0=2ms,,,,,,,
General-10-20200609-15:07:53-10304,runattr,,,network,CellularNetwork,,,,,,,
General-10-20200609-15:07:53-10304,runattr,,,processid,10304,,,,,,,
General-10-20200609-15:07:53-10304,runattr,,,repetition,10,,,,,,,
General-10-20200609-15:07:53-10304,runattr,,,replication,#10,,,,,,,
General-10-20200609-15:07:53-10304,runattr,,,resultdir,results,,,,,,,
General-10-20200609-15:07:53-10304,runattr,,,runnumber,10,,,,,,,
General-10-20200609-15:07:53-10304,runattr,,,seedset,10,,,,,,,
General-10-20200609-15:07:53-10304,param,,,**.nUsers,10,,,,,,,
General-10-20200609-15:07:53-10304,param,,,**.timeslot,1ms,,,,,,,
General-10-20200609-15:07:53-10304,param,,,**.lambda,2ms,,,,,,,
General-10-20200609-15:07:53-10304,param,,,**.successProbGroup1,0.2,,,,,,,
General-10-20200609-15:07:53-10304,param,,,**.successProbGroup2,0.5,,,,,,,
General-10-20200609-15:07:53-10304,param,,,**.successProbGroup3,0.8,,,,,,,
General-10-20200609-15:07:53-10304,param,,,**.isBinomial,false,,,,,,,
General-16-20200609-15:08:19-10888,runattr,,,configname,General,,,,,,,
General-16-20200609-15:08:19-10888,runattr,,,datetime,20200609-15:08:19,,,,,,,
General-16-20200609-15:08:19-10888,runattr,,,experiment,General,,,,,,,
General-16-20200609-15:08:19-10888,runattr,,,inifile,omnetpp.ini,,,,,,,
General-16-20200609-15:08:19-10888,runattr,,,iterationvars,$0=2ms,,,,,,,
General-16-20200609-15:08:19-10888,runattr,,,iterationvarsf,2ms-,,,,,,,
General-16-20200609-15:08:19-10888,runattr,,,measurement,$0=2ms,,,,,,,
General-16-20200609-15:08:19-10888,runattr,,,network,CellularNetwork,,,,,,,
General-16-20200609-15:08:19-10888,runattr,,,processid,10888,,,,,,,
General-16-20200609-15:08:19-10888,runattr,,,repetition,16,,,,,,,
General-16-20200609-15:08:19-10888,runattr,,,replication,#16,,,,,,,
General-16-20200609-15:08:19-10888,runattr,,,resultdir,results,,,,,,,
General-16-20200609-15:08:19-10888,runattr,,,runnumber,16,,,,,,,
General-16-20200609-15:08:19-10888,runattr,,,seedset,16,,,,,,,
General-16-20200609-15:08:19-10888,param,,,**.nUsers,10,,,,,,,
General-16-20200609-15:08:19-10888,param,,,**.timeslot,1ms,,,,,,,
General-16-20200609-15:08:19-10888,param,,,**.lambda,2ms,,,,,,,
General-16-20200609-15:08:19-10888,param,,,**.successProbGroup1,0.2,,,,,,,
General-16-20200609-15:08:19-10888,param,,,**.successProbGroup2,0.5,,,,,,,
General-16-20200609-15:08:19-10888,param,,,**.successProbGroup3,0.8,,,,,,,
General-16-20200609-15:08:19-10888,param,,,**.isBinomial,false,,,,,,,
General-1-20200609-15:07:14-4652,runattr,,,configname,General,,,,,,,
General-1-20200609-15:07:14-4652,runattr,,,datetime,20200609-15:07:14,,,,,,,
General-1-20200609-15:07:14-4652,runattr,,,experiment,General,,,,,,,
General-1-20200609-15:07:14-4652,runattr,,,inifile,omnetpp.ini,,,,,,,
General-1-20200609-15:07:14-4652,runattr,,,iterationvars,$0=2ms,,,,,,,
General-1-20200609-15:07:14-4652,runattr,,,iterationvarsf,2ms-,,,,,,,
General-1-20200609-15:07:14-4652,runattr,,,measurement,$0=2ms,,,,,,,
General-1-20200609-15:07:14-4652,runattr,,,network,CellularNetwork,,,,,,,
General-1-20200609-15:07:14-4652,runattr,,,processid,4652,,,,,,,
General-1-20200609-15:07:14-4652,runattr,,,repetition,1,,,,,,,
General-1-20200609-15:07:14-4652,runattr,,,replication,#1,,,,,,,
General-1-20200609-15:07:14-4652,runattr,,,resultdir,results,,,,,,,
General-1-20200609-15:07:14-4652,runattr,,,runnumber,1,,,,,,,
General-1-20200609-15:07:14-4652,runattr,,,seedset,1,,,,,,,
General-1-20200609-15:07:14-4652,param,,,**.nUsers,10,,,,,,,
General-1-20200609-15:07:14-4652,param,,,**.timeslot,1ms,,,,,,,
General-1-20200609-15:07:14-4652,param,,,**.lambda,2ms,,,,,,,
General-1-20200609-15:07:14-4652,param,,,**.successProbGroup1,0.2,,,,,,,
General-1-20200609-15:07:14-4652,param,,,**.successProbGroup2,0.5,,,,,,,
General-1-20200609-15:07:14-4652,param,,,**.successProbGroup3,0.8,,,,,,,
General-1-20200609-15:07:14-4652,param,,,**.isBinomial,false,,,,,,,
General-13-20200609-15:08:06-16548,runattr,,,configname,General,,,,,,,
General-13-20200609-15:08:06-16548,runattr,,,datetime,20200609-15:08:06,,,,,,,
General-13-20200609-15:08:06-16548,runattr,,,experiment,General,,,,,,,
General-13-20200609-15:08:06-16548,runattr,,,inifile,omnetpp.ini,,,,,,,
General-13-20200609-15:08:06-16548,runattr,,,iterationvars,$0=2ms,,,,,,,
General-13-20200609-15:08:06-16548,runattr,,,iterationvarsf,2ms-,,,,,,,
General-13-20200609-15:08:06-16548,runattr,,,measurement,$0=2ms,,,,,,,
General-13-20200609-15:08:06-16548,runattr,,,network,CellularNetwork,,,,,,,
General-13-20200609-15:08:06-16548,runattr,,,processid,16548,,,,,,,
General-13-20200609-15:08:06-16548,runattr,,,repetition,13,,,,,,,
General-13-20200609-15:08:06-16548,runattr,,,replication,#13,,,,,,,
General-13-20200609-15:08:06-16548,runattr,,,resultdir,results,,,,,,,
General-13-20200609-15:08:06-16548,runattr,,,runnumber,13,,,,,,,
General-13-20200609-15:08:06-16548,runattr,,,seedset,13,,,,,,,
General-13-20200609-15:08:06-16548,param,,,**.nUsers,10,,,,,,,
General-13-20200609-15:08:06-16548,param,,,**.timeslot,1ms,,,,,,,
General-13-20200609-15:08:06-16548,param,,,**.lambda,2ms,,,,,,,
General-13-20200609-15:08:06-16548,param,,,**.successProbGroup1,0.2,,,,,,,
General-13-20200609-15:08:06-16548,param,,,**.successProbGroup2,0.5,,,,,,,
General-13-20200609-15:08:06-16548,param,,,**.successProbGroup3,0.8,,,,,,,
General-13-20200609-15:08:06-16548,param,,,**.isBinomial,false,,,,,,,
General-12-20200609-15:08:02-10988,runattr,,,configname,General,,,,,,,
General-12-20200609-15:08:02-10988,runattr,,,datetime,20200609-15:08:02,,,,,,,
General-12-20200609-15:08:02-10988,runattr,,,experiment,General,,,,,,,
General-12-20200609-15:08:02-10988,runattr,,,inifile,omnetpp.ini,,,,,,,
General-12-20200609-15:08:02-10988,runattr,,,iterationvars,$0=2ms,,,,,,,
General-12-20200609-15:08:02-10988,runattr,,,iterationvarsf,2ms-,,,,,,,
General-12-20200609-15:08:02-10988,runattr,,,measurement,$0=2ms,,,,,,,
General-12-20200609-15:08:02-10988,runattr,,,network,CellularNetwork,,,,,,,
General-12-20200609-15:08:02-10988,runattr,,,processid,10988,,,,,,,
General-12-20200609-15:08:02-10988,runattr,,,repetition,12,,,,,,,
General-12-20200609-15:08:02-10988,runattr,,,replication,#12,,,,,,,
General-12-20200609-15:08:02-10988,runattr,,,resultdir,results,,,,,,,
General-12-20200609-15:08:02-10988,runattr,,,runnumber,12,,,,,,,
General-12-20200609-15:08:02-10988,runattr,,,seedset,12,,,,,,,
General-12-20200609-15:08:02-10988,param,,,**.nUsers,10,,,,,,,
General-12-20200609-15:08:02-10988,param,,,**.timeslot,1ms,,,,,,,
General-12-20200609-15:08:02-10988,param,,,**.lambda,2ms,,,,,,,
General-12-20200609-15:08:02-10988,param,,,**.successProbGroup1,0.2,,,,,,,
General-12-20200609-15:08:02-10988,param,,,**.successProbGroup2,0.5,,,,,,,
General-12-20200609-15:08:02-10988,param,,,**.successProbGroup3,0.8,,,,,,,
General-12-20200609-15:08:02-10988,param,,,**.isBinomial,false,,,,,,,
General-20-20200609-15:08:36-12920,runattr,,,configname,General,,,,,,,
General-20-20200609-15:08:36-12920,runattr,,,datetime,20200609-15:08:36,,,,,,,
General-20-20200609-15:08:36-12920,runattr,,,experiment,General,,,,,,,
General-20-20200609-15:08:36-12920,runattr,,,inifile,omnetpp.ini,,,,,,,
General-20-20200609-15:08:36-12920,runattr,,,iterationvars,$0=2ms,,,,,,,
General-20-20200609-15:08:36-12920,runattr,,,iterationvarsf,2ms-,,,,,,,
General-20-20200609-15:08:36-12920,runattr,,,measurement,$0=2ms,,,,,,,
General-20-20200609-15:08:36-12920,runattr,,,network,CellularNetwork,,,,,,,
General-20-20200609-15:08:36-12920,runattr,,,processid,12920,,,,,,,
General-20-20200609-15:08:36-12920,runattr,,,repetition,20,,,,,,,
General-20-20200609-15:08:36-12920,runattr,,,replication,#20,,,,,,,
General-20-20200609-15:08:36-12920,runattr,,,resultdir,results,,,,,,,
General-20-20200609-15:08:36-12920,runattr,,,runnumber,20,,,,,,,
General-20-20200609-15:08:36-12920,runattr,,,seedset,20,,,,,,,
General-20-20200609-15:08:36-12920,param,,,**.nUsers,10,,,,,,,
General-20-20200609-15:08:36-12920,param,,,**.timeslot,1ms,,,,,,,
General-20-20200609-15:08:36-12920,param,,,**.lambda,2ms,,,,,,,
General-20-20200609-15:08:36-12920,param,,,**.successProbGroup1,0.2,,,,,,,
General-20-20200609-15:08:36-12920,param,,,**.successProbGroup2,0.5,,,,,,,
General-20-20200609-15:08:36-12920,param,,,**.successProbGroup3,0.8,,,,,,,
General-20-20200609-15:08:36-12920,param,,,**.isBinomial,false,,,,,,,
General-21-20200609-15:08:41-18532,runattr,,,configname,General,,,,,,,
General-21-20200609-15:08:41-18532,runattr,,,datetime,20200609-15:08:41,,,,,,,
General-21-20200609-15:08:41-18532,runattr,,,experiment,General,,,,,,,
General-21-20200609-15:08:41-18532,runattr,,,inifile,omnetpp.ini,,,,,,,
General-21-20200609-15:08:41-18532,runattr,,,iterationvars,$0=2ms,,,,,,,
General-21-20200609-15:08:41-18532,runattr,,,iterationvarsf,2ms-,,,,,,,
General-21-20200609-15:08:41-18532,runattr,,,measurement,$0=2ms,,,,,,,
General-21-20200609-15:08:41-18532,runattr,,,network,CellularNetwork,,,,,,,
General-21-20200609-15:08:41-18532,runattr,,,processid,18532,,,,,,,
General-21-20200609-15:08:41-18532,runattr,,,repetition,21,,,,,,,
General-21-20200609-15:08:41-18532,runattr,,,replication,#21,,,,,,,
General-21-20200609-15:08:41-18532,runattr,,,resultdir,results,,,,,,,
General-21-20200609-15:08:41-18532,runattr,,,runnumber,21,,,,,,,
General-21-20200609-15:08:41-18532,runattr,,,seedset,21,,,,,,,
General-21-20200609-15:08:41-18532,param,,,**.nUsers,10,,,,,,,
General-21-20200609-15:08:41-18532,param,,,**.timeslot,1ms,,,,,,,
General-21-20200609-15:08:41-18532,param,,,**.lambda,2ms,,,,,,,
General-21-20200609-15:08:41-18532,param,,,**.successProbGroup1,0.2,,,,,,,
General-21-20200609-15:08:41-18532,param,,,**.successProbGroup2,0.5,,,,,,,
General-21-20200609-15:08:41-18532,param,,,**.successProbGroup3,0.8,,,,,,,
General-21-20200609-15:08:41-18532,param,,,**.isBinomial,false,,,,,,,
General-39-20200609-15:10:00-12148,runattr,,,configname,General,,,,,,,
General-39-20200609-15:10:00-12148,runattr,,,datetime,20200609-15:10:00,,,,,,,
General-39-20200609-15:10:00-12148,runattr,,,experiment,General,,,,,,,
General-39-20200609-15:10:00-12148,runattr,,,inifile,omnetpp.ini,,,,,,,
General-39-20200609-15:10:00-12148,runattr,,,iterationvars,$0=2ms,,,,,,,
General-39-20200609-15:10:00-12148,runattr,,,iterationvarsf,2ms-,,,,,,,
General-39-20200609-15:10:00-12148,runattr,,,measurement,$0=2ms,,,,,,,
General-39-20200609-15:10:00-12148,runattr,,,network,CellularNetwork,,,,,,,
General-39-20200609-15:10:00-12148,runattr,,,processid,12148,,,,,,,
General-39-20200609-15:10:00-12148,runattr,,,repetition,39,,,,,,,
General-39-20200609-15:10:00-12148,runattr,,,replication,#39,,,,,,,
General-39-20200609-15:10:00-12148,runattr,,,resultdir,results,,,,,,,
General-39-20200609-15:10:00-12148,runattr,,,runnumber,39,,,,,,,
General-39-20200609-15:10:00-12148,runattr,,,seedset,39,,,,,,,
General-39-20200609-15:10:00-12148,param,,,**.nUsers,10,,,,,,,
General-39-20200609-15:10:00-12148,param,,,**.timeslot,1ms,,,,,,,
General-39-20200609-15:10:00-12148,param,,,**.lambda,2ms,,,,,,,
General-39-20200609-15:10:00-12148,param,,,**.successProbGroup1,0.2,,,,,,,
General-39-20200609-15:10:00-12148,param,,,**.successProbGroup2,0.5,,,,,,,
General-39-20200609-15:10:00-12148,param,,,**.successProbGroup3,0.8,,,,,,,
General-39-20200609-15:10:00-12148,param,,,**.isBinomial,false,,,,,,,
