run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max
General-53-20200611-17:06:19-8440,runattr,,,resultdir,results,,,,,,,
General-53-20200611-17:06:19-8440,runattr,,,runnumber,53,,,,,,,
General-53-20200611-17:06:19-8440,runattr,,,seedset,53,,,,,,,
General-53-20200611-17:06:19-8440,param,,,**.nUsers,10,,,,,,,
General-53-20200611-17:06:19-8440,param,,,**.timeslot,1ms,,,,,,,
General-53-20200611-17:06:19-8440,param,,,**.lambda,2ms,,,,,,,
General-53-20200611-17:06:19-8440,param,,,**.successProbGroup1,0.15,,,,,,,
General-53-20200611-17:06:19-8440,param,,,**.successProbGroup2,0,,,,,,,
General-53-20200611-17:06:19-8440,param,,,**.successProbGroup3,0.85,,,,,,,
General-53-20200611-17:06:19-8440,param,,,**.isBinomial,true,,,,,,,
General-57-20200611-17:06:37-5816,runattr,,,configname,General,,,,,,,
General-57-20200611-17:06:37-5816,runattr,,,datetime,20200611-17:06:37,,,,,,,
General-57-20200611-17:06:37-5816,runattr,,,experiment,General,,,,,,,
General-57-20200611-17:06:37-5816,runattr,,,inifile,omnetpp.ini,,,,,,,
General-57-20200611-17:06:37-5816,runattr,,,iterationvars,$0=2ms,,,,,,,
General-57-20200611-17:06:37-5816,runattr,,,iterationvarsf,2ms-,,,,,,,
General-57-20200611-17:06:37-5816,runattr,,,measurement,$0=2ms,,,,,,,
General-57-20200611-17:06:37-5816,runattr,,,network,CellularNetwork,,,,,,,
General-57-20200611-17:06:37-5816,runattr,,,processid,5816,,,,,,,
General-57-20200611-17:06:37-5816,runattr,,,repetition,57,,,,,,,
General-57-20200611-17:06:37-5816,runattr,,,replication,#57,,,,,,,
General-57-20200611-17:06:37-5816,runattr,,,resultdir,results,,,,,,,
General-57-20200611-17:06:37-5816,runattr,,,runnumber,57,,,,,,,
General-57-20200611-17:06:37-5816,runattr,,,seedset,57,,,,,,,
General-57-20200611-17:06:37-5816,param,,,**.nUsers,10,,,,,,,
General-57-20200611-17:06:37-5816,param,,,**.timeslot,1ms,,,,,,,
General-57-20200611-17:06:37-5816,param,,,**.lambda,2ms,,,,,,,
General-57-20200611-17:06:37-5816,param,,,**.successProbGroup1,0.15,,,,,,,
General-57-20200611-17:06:37-5816,param,,,**.successProbGroup2,0,,,,,,,
General-57-20200611-17:06:37-5816,param,,,**.successProbGroup3,0.85,,,,,,,
General-57-20200611-17:06:37-5816,param,,,**.isBinomial,true,,,,,,,
General-67-20200611-17:07:26-6192,runattr,,,configname,General,,,,,,,
General-67-20200611-17:07:26-6192,runattr,,,datetime,20200611-17:07:26,,,,,,,
General-67-20200611-17:07:26-6192,runattr,,,experiment,General,,,,,,,
General-67-20200611-17:07:26-6192,runattr,,,inifile,omnetpp.ini,,,,,,,
General-67-20200611-17:07:26-6192,runattr,,,iterationvars,$0=2ms,,,,,,,
General-67-20200611-17:07:26-6192,runattr,,,iterationvarsf,2ms-,,,,,,,
General-67-20200611-17:07:26-6192,runattr,,,measurement,$0=2ms,,,,,,,
General-67-20200611-17:07:26-6192,runattr,,,network,CellularNetwork,,,,,,,
General-67-20200611-17:07:26-6192,runattr,,,processid,6192,,,,,,,
General-67-20200611-17:07:26-6192,runattr,,,repetition,67,,,,,,,
General-67-20200611-17:07:26-6192,runattr,,,replication,#67,,,,,,,
General-67-20200611-17:07:26-6192,runattr,,,resultdir,results,,,,,,,
General-67-20200611-17:07:26-6192,runattr,,,runnumber,67,,,,,,,
General-67-20200611-17:07:26-6192,runattr,,,seedset,67,,,,,,,
General-67-20200611-17:07:26-6192,param,,,**.nUsers,10,,,,,,,
General-67-20200611-17:07:26-6192,param,,,**.timeslot,1ms,,,,,,,
General-67-20200611-17:07:26-6192,param,,,**.lambda,2ms,,,,,,,
General-67-20200611-17:07:26-6192,param,,,**.successProbGroup1,0.15,,,,,,,
General-67-20200611-17:07:26-6192,param,,,**.successProbGroup2,0,,,,,,,
General-67-20200611-17:07:26-6192,param,,,**.successProbGroup3,0.85,,,,,,,
General-67-20200611-17:07:26-6192,param,,,**.isBinomial,true,,,,,,,
General-44-20200611-17:05:36-19216,runattr,,,configname,General,,,,,,,
General-44-20200611-17:05:36-19216,runattr,,,datetime,20200611-17:05:36,,,,,,,
General-44-20200611-17:05:36-19216,runattr,,,experiment,General,,,,,,,
General-44-20200611-17:05:36-19216,runattr,,,inifile,omnetpp.ini,,,,,,,
General-44-20200611-17:05:36-19216,runattr,,,iterationvars,$0=2ms,,,,,,,
General-44-20200611-17:05:36-19216,runattr,,,iterationvarsf,2ms-,,,,,,,
General-44-20200611-17:05:36-19216,runattr,,,measurement,$0=2ms,,,,,,,
General-44-20200611-17:05:36-19216,runattr,,,network,CellularNetwork,,,,,,,
General-44-20200611-17:05:36-19216,runattr,,,processid,19216,,,,,,,
General-44-20200611-17:05:36-19216,runattr,,,repetition,44,,,,,,,
General-44-20200611-17:05:36-19216,runattr,,,replication,#44,,,,,,,
General-44-20200611-17:05:36-19216,runattr,,,resultdir,results,,,,,,,
General-44-20200611-17:05:36-19216,runattr,,,runnumber,44,,,,,,,
General-44-20200611-17:05:36-19216,runattr,,,seedset,44,,,,,,,
General-44-20200611-17:05:36-19216,param,,,**.nUsers,10,,,,,,,
General-44-20200611-17:05:36-19216,param,,,**.timeslot,1ms,,,,,,,
General-44-20200611-17:05:36-19216,param,,,**.lambda,2ms,,,,,,,
General-44-20200611-17:05:36-19216,param,,,**.successProbGroup1,0.15,,,,,,,
General-44-20200611-17:05:36-19216,param,,,**.successProbGroup2,0,,,,,,,
General-44-20200611-17:05:36-19216,param,,,**.successProbGroup3,0.85,,,,,,,
General-44-20200611-17:05:36-19216,param,,,**.isBinomial,true,,,,,,,
General-65-20200611-17:07:16-12148,runattr,,,configname,General,,,,,,,
General-65-20200611-17:07:16-12148,runattr,,,datetime,20200611-17:07:16,,,,,,,
General-65-20200611-17:07:16-12148,runattr,,,experiment,General,,,,,,,
General-65-20200611-17:07:16-12148,runattr,,,inifile,omnetpp.ini,,,,,,,
General-65-20200611-17:07:16-12148,runattr,,,iterationvars,$0=2ms,,,,,,,
General-65-20200611-17:07:16-12148,runattr,,,iterationvarsf,2ms-,,,,,,,
General-65-20200611-17:07:16-12148,runattr,,,measurement,$0=2ms,,,,,,,
General-65-20200611-17:07:16-12148,runattr,,,network,CellularNetwork,,,,,,,
General-65-20200611-17:07:16-12148,runattr,,,processid,12148,,,,,,,
General-65-20200611-17:07:16-12148,runattr,,,repetition,65,,,,,,,
General-65-20200611-17:07:16-12148,runattr,,,replication,#65,,,,,,,
General-65-20200611-17:07:16-12148,runattr,,,resultdir,results,,,,,,,
General-65-20200611-17:07:16-12148,runattr,,,runnumber,65,,,,,,,
General-65-20200611-17:07:16-12148,runattr,,,seedset,65,,,,,,,
General-65-20200611-17:07:16-12148,param,,,**.nUsers,10,,,,,,,
General-65-20200611-17:07:16-12148,param,,,**.timeslot,1ms,,,,,,,
General-65-20200611-17:07:16-12148,param,,,**.lambda,2ms,,,,,,,
General-65-20200611-17:07:16-12148,param,,,**.successProbGroup1,0.15,,,,,,,
General-65-20200611-17:07:16-12148,param,,,**.successProbGroup2,0,,,,,,,
General-65-20200611-17:07:16-12148,param,,,**.successProbGroup3,0.85,,,,,,,
General-65-20200611-17:07:16-12148,param,,,**.isBinomial,true,,,,,,,
General-7-20200611-17:02:39-9692,runattr,,,configname,General,,,,,,,
General-7-20200611-17:02:39-9692,runattr,,,datetime,20200611-17:02:39,,,,,,,
General-7-20200611-17:02:39-9692,runattr,,,experiment,General,,,,,,,
General-7-20200611-17:02:39-9692,runattr,,,inifile,omnetpp.ini,,,,,,,
General-7-20200611-17:02:39-9692,runattr,,,iterationvars,$0=2ms,,,,,,,
General-7-20200611-17:02:39-9692,runattr,,,iterationvarsf,2ms-,,,,,,,
General-7-20200611-17:02:39-9692,runattr,,,measurement,$0=2ms,,,,,,,
General-7-20200611-17:02:39-9692,runattr,,,network,CellularNetwork,,,,,,,
General-7-20200611-17:02:39-9692,runattr,,,processid,9692,,,,,,,
General-7-20200611-17:02:39-9692,runattr,,,repetition,7,,,,,,,
General-7-20200611-17:02:39-9692,runattr,,,replication,#7,,,,,,,
General-7-20200611-17:02:39-9692,runattr,,,resultdir,results,,,,,,,
General-7-20200611-17:02:39-9692,runattr,,,runnumber,7,,,,,,,
General-7-20200611-17:02:39-9692,runattr,,,seedset,7,,,,,,,
General-7-20200611-17:02:39-9692,param,,,**.nUsers,10,,,,,,,
General-7-20200611-17:02:39-9692,param,,,**.timeslot,1ms,,,,,,,
General-7-20200611-17:02:39-9692,param,,,**.lambda,2ms,,,,,,,
General-7-20200611-17:02:39-9692,param,,,**.successProbGroup1,0.15,,,,,,,
General-7-20200611-17:02:39-9692,param,,,**.successProbGroup2,0,,,,,,,
General-7-20200611-17:02:39-9692,param,,,**.successProbGroup3,0.85,,,,,,,
General-7-20200611-17:02:39-9692,param,,,**.isBinomial,true,,,,,,,
General-71-20200611-17:07:45-1100,runattr,,,configname,General,,,,,,,
General-71-20200611-17:07:45-1100,runattr,,,datetime,20200611-17:07:45,,,,,,,
General-71-20200611-17:07:45-1100,runattr,,,experiment,General,,,,,,,
General-71-20200611-17:07:45-1100,runattr,,,inifile,omnetpp.ini,,,,,,,
General-71-20200611-17:07:45-1100,runattr,,,iterationvars,$0=2ms,,,,,,,
General-71-20200611-17:07:45-1100,runattr,,,iterationvarsf,2ms-,,,,,,,
General-71-20200611-17:07:45-1100,runattr,,,measurement,$0=2ms,,,,,,,
General-71-20200611-17:07:45-1100,runattr,,,network,CellularNetwork,,,,,,,
General-71-20200611-17:07:45-1100,runattr,,,processid,1100,,,,,,,
General-71-20200611-17:07:45-1100,runattr,,,repetition,71,,,,,,,
General-71-20200611-17:07:45-1100,runattr,,,replication,#71,,,,,,,
General-71-20200611-17:07:45-1100,runattr,,,resultdir,results,,,,,,,
General-71-20200611-17:07:45-1100,runattr,,,runnumber,71,,,,,,,
General-71-20200611-17:07:45-1100,runattr,,,seedset,71,,,,,,,
General-71-20200611-17:07:45-1100,param,,,**.nUsers,10,,,,,,,
General-71-20200611-17:07:45-1100,param,,,**.timeslot,1ms,,,,,,,
General-71-20200611-17:07:45-1100,param,,,**.lambda,2ms,,,,,,,
General-71-20200611-17:07:45-1100,param,,,**.successProbGroup1,0.15,,,,,,,
General-71-20200611-17:07:45-1100,param,,,**.successProbGroup2,0,,,,,,,
General-71-20200611-17:07:45-1100,param,,,**.successProbGroup3,0.85,,,,,,,
General-71-20200611-17:07:45-1100,param,,,**.isBinomial,true,,,,,,,
General-62-20200611-17:07:01-6612,runattr,,,configname,General,,,,,,,
General-62-20200611-17:07:01-6612,runattr,,,datetime,20200611-17:07:01,,,,,,,
General-62-20200611-17:07:01-6612,runattr,,,experiment,General,,,,,,,
General-62-20200611-17:07:01-6612,runattr,,,inifile,omnetpp.ini,,,,,,,
General-62-20200611-17:07:01-6612,runattr,,,iterationvars,$0=2ms,,,,,,,
General-62-20200611-17:07:01-6612,runattr,,,iterationvarsf,2ms-,,,,,,,
General-62-20200611-17:07:01-6612,runattr,,,measurement,$0=2ms,,,,,,,
General-62-20200611-17:07:01-6612,runattr,,,network,CellularNetwork,,,,,,,
General-62-20200611-17:07:01-6612,runattr,,,processid,6612,,,,,,,
General-62-20200611-17:07:01-6612,runattr,,,repetition,62,,,,,,,
General-62-20200611-17:07:01-6612,runattr,,,replication,#62,,,,,,,
General-62-20200611-17:07:01-6612,runattr,,,resultdir,results,,,,,,,
General-62-20200611-17:07:01-6612,runattr,,,runnumber,62,,,,,,,
General-62-20200611-17:07:01-6612,runattr,,,seedset,62,,,,,,,
General-62-20200611-17:07:01-6612,param,,,**.nUsers,10,,,,,,,
General-62-20200611-17:07:01-6612,param,,,**.timeslot,1ms,,,,,,,
General-62-20200611-17:07:01-6612,param,,,**.lambda,2ms,,,,,,,
General-62-20200611-17:07:01-6612,param,,,**.successProbGroup1,0.15,,,,,,,
General-62-20200611-17:07:01-6612,param,,,**.successProbGroup2,0,,,,,,,
General-62-20200611-17:07:01-6612,param,,,**.successProbGroup3,0.85,,,,,,,
General-62-20200611-17:07:01-6612,param,,,**.isBinomial,true,,,,,,,
General-77-20200611-17:08:12-9012,runattr,,,configname,General,,,,,,,
General-77-20200611-17:08:12-9012,runattr,,,datetime,20200611-17:08:12,,,,,,,
General-77-20200611-17:08:12-9012,runattr,,,experiment,General,,,,,,,
General-77-20200611-17:08:12-9012,runattr,,,inifile,omnetpp.ini,,,,,,,
General-77-20200611-17:08:12-9012,runattr,,,iterationvars,$0=2ms,,,,,,,
General-77-20200611-17:08:12-9012,runattr,,,iterationvarsf,2ms-,,,,,,,
General-77-20200611-17:08:12-9012,runattr,,,measurement,$0=2ms,,,,,,,
General-77-20200611-17:08:12-9012,runattr,,,network,CellularNetwork,,,,,,,
General-77-20200611-17:08:12-9012,runattr,,,processid,9012,,,,,,,
General-77-20200611-17:08:12-9012,runattr,,,repetition,77,,,,,,,
General-77-20200611-17:08:12-9012,runattr,,,replication,#77,,,,,,,
General-77-20200611-17:08:12-9012,runattr,,,resultdir,results,,,,,,,
General-77-20200611-17:08:12-9012,runattr,,,runnumber,77,,,,,,,
General-77-20200611-17:08:12-9012,runattr,,,seedset,77,,,,,,,
General-77-20200611-17:08:12-9012,param,,,**.nUsers,10,,,,,,,
General-77-20200611-17:08:12-9012,param,,,**.timeslot,1ms,,,,,,,
General-77-20200611-17:08:12-9012,param,,,**.lambda,2ms,,,,,,,
General-77-20200611-17:08:12-9012,param,,,**.successProbGroup1,0.15,,,,,,,
General-77-20200611-17:08:12-9012,param,,,**.successProbGroup2,0,,,,,,,
General-77-20200611-17:08:12-9012,param,,,**.successProbGroup3,0.85,,,,,,,
General-77-20200611-17:08:12-9012,param,,,**.isBinomial,true,,,,,,,
General-8-20200611-17:02:44-15696,runattr,,,configname,General,,,,,,,
General-8-20200611-17:02:44-15696,runattr,,,datetime,20200611-17:02:44,,,,,,,
General-8-20200611-17:02:44-15696,runattr,,,experiment,General,,,,,,,
General-8-20200611-17:02:44-15696,runattr,,,inifile,omnetpp.ini,,,,,,,
General-8-20200611-17:02:44-15696,runattr,,,iterationvars,$0=2ms,,,,,,,
General-8-20200611-17:02:44-15696,runattr,,,iterationvarsf,2ms-,,,,,,,
General-8-20200611-17:02:44-15696,runattr,,,measurement,$0=2ms,,,,,,,
General-8-20200611-17:02:44-15696,runattr,,,network,CellularNetwork,,,,,,,
General-8-20200611-17:02:44-15696,runattr,,,processid,15696,,,,,,,
General-8-20200611-17:02:44-15696,runattr,,,repetition,8,,,,,,,
General-8-20200611-17:02:44-15696,runattr,,,replication,#8,,,,,,,
General-8-20200611-17:02:44-15696,runattr,,,resultdir,results,,,,,,,
General-8-20200611-17:02:44-15696,runattr,,,runnumber,8,,,,,,,
General-8-20200611-17:02:44-15696,runattr,,,seedset,8,,,,,,,
General-8-20200611-17:02:44-15696,param,,,**.nUsers,10,,,,,,,
General-8-20200611-17:02:44-15696,param,,,**.timeslot,1ms,,,,,,,
General-8-20200611-17:02:44-15696,param,,,**.lambda,2ms,,,,,,,
General-8-20200611-17:02:44-15696,param,,,**.successProbGroup1,0.15,,,,,,,
General-8-20200611-17:02:44-15696,param,,,**.successProbGroup2,0,,,,,,,
General-8-20200611-17:02:44-15696,param,,,**.successProbGroup3,0.85,,,,,,,
General-8-20200611-17:02:44-15696,param,,,**.isBinomial,true,,,,,,,
General-79-20200611-17:08:22-17852,runattr,,,configname,General,,,,,,,
General-79-20200611-17:08:22-17852,runattr,,,datetime,20200611-17:08:22,,,,,,,
General-79-20200611-17:08:22-17852,runattr,,,experiment,General,,,,,,,
General-79-20200611-17:08:22-17852,runattr,,,inifile,omnetpp.ini,,,,,,,
General-79-20200611-17:08:22-17852,runattr,,,iterationvars,$0=2ms,,,,,,,
General-79-20200611-17:08:22-17852,runattr,,,iterationvarsf,2ms-,,,,,,,
General-79-20200611-17:08:22-17852,runattr,,,measurement,$0=2ms,,,,,,,
General-79-20200611-17:08:22-17852,runattr,,,network,CellularNetwork,,,,,,,
General-79-20200611-17:08:22-17852,runattr,,,processid,17852,,,,,,,
General-79-20200611-17:08:22-17852,runattr,,,repetition,79,,,,,,,
General-79-20200611-17:08:22-17852,runattr,,,replication,#79,,,,,,,
General-79-20200611-17:08:22-17852,runattr,,,resultdir,results,,,,,,,
General-79-20200611-17:08:22-17852,runattr,,,runnumber,79,,,,,,,
General-79-20200611-17:08:22-17852,runattr,,,seedset,79,,,,,,,
General-79-20200611-17:08:22-17852,param,,,**.nUsers,10,,,,,,,
General-79-20200611-17:08:22-17852,param,,,**.timeslot,1ms,,,,,,,
General-79-20200611-17:08:22-17852,param,,,**.lambda,2ms,,,,,,,
General-79-20200611-17:08:22-17852,param,,,**.successProbGroup1,0.15,,,,,,,
General-79-20200611-17:08:22-17852,param,,,**.successProbGroup2,0,,,,,,,
General-79-20200611-17:08:22-17852,param,,,**.successProbGroup3,0.85,,,,,,,
General-79-20200611-17:08:22-17852,param,,,**.isBinomial,true,,,,,,,
General-80-20200611-17:08:27-9048,runattr,,,configname,General,,,,,,,
General-80-20200611-17:08:27-9048,runattr,,,datetime,20200611-17:08:27,,,,,,,
General-80-20200611-17:08:27-9048,runattr,,,experiment,General,,,,,,,
General-80-20200611-17:08:27-9048,runattr,,,inifile,omnetpp.ini,,,,,,,
General-80-20200611-17:08:27-9048,runattr,,,iterationvars,$0=2ms,,,,,,,
General-80-20200611-17:08:27-9048,runattr,,,iterationvarsf,2ms-,,,,,,,
General-80-20200611-17:08:27-9048,runattr,,,measurement,$0=2ms,,,,,,,
General-80-20200611-17:08:27-9048,runattr,,,network,CellularNetwork,,,,,,,
General-80-20200611-17:08:27-9048,runattr,,,processid,9048,,,,,,,
General-80-20200611-17:08:27-9048,runattr,,,repetition,80,,,,,,,
General-80-20200611-17:08:27-9048,runattr,,,replication,#80,,,,,,,
General-80-20200611-17:08:27-9048,runattr,,,resultdir,results,,,,,,,
General-80-20200611-17:08:27-9048,runattr,,,runnumber,80,,,,,,,
General-80-20200611-17:08:27-9048,runattr,,,seedset,80,,,,,,,
General-80-20200611-17:08:27-9048,param,,,**.nUsers,10,,,,,,,
General-80-20200611-17:08:27-9048,param,,,**.timeslot,1ms,,,,,,,
General-80-20200611-17:08:27-9048,param,,,**.lambda,2ms,,,,,,,
General-80-20200611-17:08:27-9048,param,,,**.successProbGroup1,0.15,,,,,,,
General-80-20200611-17:08:27-9048,param,,,**.successProbGroup2,0,,,,,,,
General-80-20200611-17:08:27-9048,param,,,**.successProbGroup3,0.85,,,,,,,
General-80-20200611-17:08:27-9048,param,,,**.isBinomial,true,,,,,,,
General-69-20200611-17:07:35-15640,runattr,,,configname,General,,,,,,,
General-69-20200611-17:07:35-15640,runattr,,,datetime,20200611-17:07:35,,,,,,,
General-69-20200611-17:07:35-15640,runattr,,,experiment,General,,,,,,,
General-69-20200611-17:07:35-15640,runattr,,,inifile,omnetpp.ini,,,,,,,
General-69-20200611-17:07:35-15640,runattr,,,iterationvars,$0=2ms,,,,,,,
General-69-20200611-17:07:35-15640,runattr,,,iterationvarsf,2ms-,,,,,,,
General-69-20200611-17:07:35-15640,runattr,,,measurement,$0=2ms,,,,,,,
General-69-20200611-17:07:35-15640,runattr,,,network,CellularNetwork,,,,,,,
General-69-20200611-17:07:35-15640,runattr,,,processid,15640,,,,,,,
General-69-20200611-17:07:35-15640,runattr,,,repetition,69,,,,,,,
General-69-20200611-17:07:35-15640,runattr,,,replication,#69,,,,,,,
General-69-20200611-17:07:35-15640,runattr,,,resultdir,results,,,,,,,
General-69-20200611-17:07:35-15640,runattr,,,runnumber,69,,,,,,,
General-69-20200611-17:07:35-15640,runattr,,,seedset,69,,,,,,,
General-69-20200611-17:07:35-15640,param,,,**.nUsers,10,,,,,,,
General-69-20200611-17:07:35-15640,param,,,**.timeslot,1ms,,,,,,,
General-69-20200611-17:07:35-15640,param,,,**.lambda,2ms,,,,,,,
General-69-20200611-17:07:35-15640,param,,,**.successProbGroup1,0.15,,,,,,,
General-69-20200611-17:07:35-15640,param,,,**.successProbGroup2,0,,,,,,,
General-69-20200611-17:07:35-15640,param,,,**.successProbGroup3,0.85,,,,,,,
General-69-20200611-17:07:35-15640,param,,,**.isBinomial,true,,,,,,,
General-54-20200611-17:06:23-12188,runattr,,,configname,General,,,,,,,
General-54-20200611-17:06:23-12188,runattr,,,datetime,20200611-17:06:23,,,,,,,
General-54-20200611-17:06:23-12188,runattr,,,experiment,General,,,,,,,
General-54-20200611-17:06:23-12188,runattr,,,inifile,omnetpp.ini,,,,,,,
General-54-20200611-17:06:23-12188,runattr,,,iterationvars,$0=2ms,,,,,,,
General-54-20200611-17:06:23-12188,runattr,,,iterationvarsf,2ms-,,,,,,,
General-54-20200611-17:06:23-12188,runattr,,,measurement,$0=2ms,,,,,,,
General-54-20200611-17:06:23-12188,runattr,,,network,CellularNetwork,,,,,,,
General-54-20200611-17:06:23-12188,runattr,,,processid,12188,,,,,,,
General-54-20200611-17:06:23-12188,runattr,,,repetition,54,,,,,,,
General-54-20200611-17:06:23-12188,runattr,,,replication,#54,,,,,,,
General-54-20200611-17:06:23-12188,runattr,,,resultdir,results,,,,,,,
General-54-20200611-17:06:23-12188,runattr,,,runnumber,54,,,,,,,
General-54-20200611-17:06:23-12188,runattr,,,seedset,54,,,,,,,
General-54-20200611-17:06:23-12188,param,,,**.nUsers,10,,,,,,,
General-54-20200611-17:06:23-12188,param,,,**.timeslot,1ms,,,,,,,
General-54-20200611-17:06:23-12188,param,,,**.lambda,2ms,,,,,,,
General-54-20200611-17:06:23-12188,param,,,**.successProbGroup1,0.15,,,,,,,
General-54-20200611-17:06:23-12188,param,,,**.successProbGroup2,0,,,,,,,
General-54-20200611-17:06:23-12188,param,,,**.successProbGroup3,0.85,,,,,,,
General-54-20200611-17:06:23-12188,param,,,**.isBinomial,true,,,,,,,
General-70-20200611-17:07:40-16992,runattr,,,configname,General,,,,,,,
General-70-20200611-17:07:40-16992,runattr,,,datetime,20200611-17:07:40,,,,,,,
General-70-20200611-17:07:40-16992,runattr,,,experiment,General,,,,,,,
General-70-20200611-17:07:40-16992,runattr,,,inifile,omnetpp.ini,,,,,,,
General-70-20200611-17:07:40-16992,runattr,,,iterationvars,$0=2ms,,,,,,,
General-70-20200611-17:07:40-16992,runattr,,,iterationvarsf,2ms-,,,,,,,
General-70-20200611-17:07:40-16992,runattr,,,measurement,$0=2ms,,,,,,,
General-70-20200611-17:07:40-16992,runattr,,,network,CellularNetwork,,,,,,,
General-70-20200611-17:07:40-16992,runattr,,,processid,16992,,,,,,,
General-70-20200611-17:07:40-16992,runattr,,,repetition,70,,,,,,,
General-70-20200611-17:07:40-16992,runattr,,,replication,#70,,,,,,,
General-70-20200611-17:07:40-16992,runattr,,,resultdir,results,,,,,,,
General-70-20200611-17:07:40-16992,runattr,,,runnumber,70,,,,,,,
General-70-20200611-17:07:40-16992,runattr,,,seedset,70,,,,,,,
General-70-20200611-17:07:40-16992,param,,,**.nUsers,10,,,,,,,
General-70-20200611-17:07:40-16992,param,,,**.timeslot,1ms,,,,,,,
General-70-20200611-17:07:40-16992,param,,,**.lambda,2ms,,,,,,,
General-70-20200611-17:07:40-16992,param,,,**.successProbGroup1,0.15,,,,,,,
General-70-20200611-17:07:40-16992,param,,,**.successProbGroup2,0,,,,,,,
General-70-20200611-17:07:40-16992,param,,,**.successProbGroup3,0.85,,,,,,,
General-70-20200611-17:07:40-16992,param,,,**.isBinomial,true,,,,,,,
General-5-20200611-17:02:29-9328,runattr,,,configname,General,,,,,,,
General-5-20200611-17:02:29-9328,runattr,,,datetime,20200611-17:02:29,,,,,,,
General-5-20200611-17:02:29-9328,runattr,,,experiment,General,,,,,,,
General-5-20200611-17:02:29-9328,runattr,,,inifile,omnetpp.ini,,,,,,,
General-5-20200611-17:02:29-9328,runattr,,,iterationvars,$0=2ms,,,,,,,
General-5-20200611-17:02:29-9328,runattr,,,iterationvarsf,2ms-,,,,,,,
General-5-20200611-17:02:29-9328,runattr,,,measurement,$0=2ms,,,,,,,
General-5-20200611-17:02:29-9328,runattr,,,network,CellularNetwork,,,,,,,
General-5-20200611-17:02:29-9328,runattr,,,processid,9328,,,,,,,
General-5-20200611-17:02:29-9328,runattr,,,repetition,5,,,,,,,
General-5-20200611-17:02:29-9328,runattr,,,replication,#5,,,,,,,
General-5-20200611-17:02:29-9328,runattr,,,resultdir,results,,,,,,,
General-5-20200611-17:02:29-9328,runattr,,,runnumber,5,,,,,,,
General-5-20200611-17:02:29-9328,runattr,,,seedset,5,,,,,,,
General-5-20200611-17:02:29-9328,param,,,**.nUsers,10,,,,,,,
General-5-20200611-17:02:29-9328,param,,,**.timeslot,1ms,,,,,,,
General-5-20200611-17:02:29-9328,param,,,**.lambda,2ms,,,,,,,
General-5-20200611-17:02:29-9328,param,,,**.successProbGroup1,0.15,,,,,,,
General-5-20200611-17:02:29-9328,param,,,**.successProbGroup2,0,,,,,,,
General-5-20200611-17:02:29-9328,param,,,**.successProbGroup3,0.85,,,,,,,
General-5-20200611-17:02:29-9328,param,,,**.isBinomial,true,,,,,,,
General-46-20200611-17:05:46-17328,runattr,,,configname,General,,,,,,,
General-46-20200611-17:05:46-17328,runattr,,,datetime,20200611-17:05:46,,,,,,,
General-46-20200611-17:05:46-17328,runattr,,,experiment,General,,,,,,,
General-46-20200611-17:05:46-17328,runattr,,,inifile,omnetpp.ini,,,,,,,
General-46-20200611-17:05:46-17328,runattr,,,iterationvars,$0=2ms,,,,,,,
General-46-20200611-17:05:46-17328,runattr,,,iterationvarsf,2ms-,,,,,,,
General-46-20200611-17:05:46-17328,runattr,,,measurement,$0=2ms,,,,,,,
General-46-20200611-17:05:46-17328,runattr,,,network,CellularNetwork,,,,,,,
General-46-20200611-17:05:46-17328,runattr,,,processid,17328,,,,,,,
General-46-20200611-17:05:46-17328,runattr,,,repetition,46,,,,,,,
General-46-20200611-17:05:46-17328,runattr,,,replication,#46,,,,,,,
General-46-20200611-17:05:46-17328,runattr,,,resultdir,results,,,,,,,
General-46-20200611-17:05:46-17328,runattr,,,runnumber,46,,,,,,,
General-46-20200611-17:05:46-17328,runattr,,,seedset,46,,,,,,,
General-46-20200611-17:05:46-17328,param,,,**.nUsers,10,,,,,,,
General-46-20200611-17:05:46-17328,param,,,**.timeslot,1ms,,,,,,,
General-46-20200611-17:05:46-17328,param,,,**.lambda,2ms,,,,,,,
General-46-20200611-17:05:46-17328,param,,,**.successProbGroup1,0.15,,,,,,,
General-46-20200611-17:05:46-17328,param,,,**.successProbGroup2,0,,,,,,,
General-46-20200611-17:05:46-17328,param,,,**.successProbGroup3,0.85,,,,,,,
General-46-20200611-17:05:46-17328,param,,,**.isBinomial,true,,,,,,,
General-64-20200611-17:07:11-16468,runattr,,,configname,General,,,,,,,
General-64-20200611-17:07:11-16468,runattr,,,datetime,20200611-17:07:11,,,,,,,
General-64-20200611-17:07:11-16468,runattr,,,experiment,General,,,,,,,
General-64-20200611-17:07:11-16468,runattr,,,inifile,omnetpp.ini,,,,,,,
General-64-20200611-17:07:11-16468,runattr,,,iterationvars,$0=2ms,,,,,,,
General-64-20200611-17:07:11-16468,runattr,,,iterationvarsf,2ms-,,,,,,,
General-64-20200611-17:07:11-16468,runattr,,,measurement,$0=2ms,,,,,,,
General-64-20200611-17:07:11-16468,runattr,,,network,CellularNetwork,,,,,,,
General-64-20200611-17:07:11-16468,runattr,,,processid,16468,,,,,,,
General-64-20200611-17:07:11-16468,runattr,,,repetition,64,,,,,,,
General-64-20200611-17:07:11-16468,runattr,,,replication,#64,,,,,,,
General-64-20200611-17:07:11-16468,runattr,,,resultdir,results,,,,,,,
