run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[1],rspTimeUser-1:stats,,,,28520,,0.0020231492001057,0.0011688948637692,0.001000031638,0.014156398804
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[1],tptUser-1:stats,,,,57000,,19101.807017544,32396.482304693,0,356000
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[2],servedUser-2:stats,,,,57000,,0.39250877192982,0.48831323883152,0,1
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[2],numPktsUser-2:stats,,,,57000,,0.5059649122807,0.72298715914268,0,6
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[2],numRBsUser-2:stats,,,,57000,,0.40917543859649,0.5249240010292,0,4
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[2],CQIUser-2:stats,,,,60001,,12.897935034416,1.3396576313295,5,15
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[2],turnWaitingTimeUser-2:stats,,,,28840,,4.6463245492372e-006,7.8425813934041e-005,0,0.002
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[2],serviceTimeUser-2:stats,,,,28840,,0.0010000000000004,0,0.001,0.001
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[2],waitingTimeUser-2:stats,,,,28840,,0.00053807892008221,0.00035018171070217,3.958e-008,0.003728726273
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[2],rspTimeUser-2:stats,,,,28840,,0.0015427252446314,0.00035783715552588,0.00100003958,0.004728726273
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[2],tptUser-2:stats,,,,57000,,19114.298245614,31375.513071852,0,266000
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[3],servedUser-3:stats,,,,57000,,0.37728070175439,0.48471032139242,0,1
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[3],numPktsUser-3:stats,,,,57000,,0.50059649122807,0.76114593965041,0,9
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[3],numRBsUser-3:stats,,,,57000,,2.7555789473684,4.9416758753594,0,25
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[3],CQIUser-3:stats,,,,60001,,3.1027482875285,1.3323635440286,1,9
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[3],turnWaitingTimeUser-3:stats,,,,28534,,0.00027735333286607,0.0007439289374897,0,0.015
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[3],serviceTimeUser-3:stats,,,,28534,,0.0010000000000004,0,0.001,0.001
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[3],waitingTimeUser-3:stats,,,,28534,,0.00074369786290061,0.0008283245308562,5.9494e-008,0.012903269265
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[3],rspTimeUser-3:stats,,,,28534,,0.0020210511957667,0.0011401112545188,0.001000059494,0.016585070435
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[3],tptUser-3:stats,,,,57000,,19045.789473684,32572.615089476,0,348000
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[4],servedUser-4:stats,,,,57000,,0.38726315789474,0.48712890233974,0,1
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[4],numPktsUser-4:stats,,,,57000,,0.49838596491228,0.71836031068699,0,5
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[4],numRBsUser-4:stats,,,,57000,,0.40378947368421,0.52346107757891,0,3
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[4],CQIUser-4:stats,,,,60001,,12.898968350527,1.3325636078683,6,15
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[4],turnWaitingTimeUser-4:stats,,,,28408,,4.1185581526331e-006,7.327368757579e-005,0,0.003
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[4],serviceTimeUser-4:stats,,,,28408,,0.0010000000000004,0,0.001,0.001
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[4],waitingTimeUser-4:stats,,,,28408,,0.00053838549656083,0.00035056988822712,2.5354e-008,0.002962844552
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[4],rspTimeUser-4:stats,,,,28408,,0.0015425040547135,0.00035683407633558,0.001000025354,0.004805038512
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[4],tptUser-4:stats,,,,57000,,19054.228070175,31462.468665472,0,271000
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[5],servedUser-5:stats,,,,57000,,0.38014035087719,0.48542537892927,0,1
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[5],numPktsUser-5:stats,,,,57000,,0.5020701754386,0.75816410911681,0,9
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[5],numRBsUser-5:stats,,,,57000,,2.7851403508772,4.9784948040366,0,25
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[5],CQIUser-5:stats,,,,60001,,3.1110648155864,1.3415157103623,1,10
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[5],turnWaitingTimeUser-5:stats,,,,28618,,0.00027727304493676,0.00073564676823024,0,0.012
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[5],serviceTimeUser-5:stats,,,,28618,,0.0010000000000004,0,0.001,0.001
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[5],waitingTimeUser-5:stats,,,,28618,,0.00074232195072115,0.00080240851223176,6.5396e-008,0.013123988004
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[5],rspTimeUser-5:stats,,,,28618,,0.0020195949956579,0.0011125622461955,0.001000065396,0.014960270231
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[5],tptUser-5:stats,,,,57000,,19044.50877193,32247.813472109,0,325000
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[6],servedUser-6:stats,,,,57000,,0.3890701754386,0.48754358182237,0,1
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[6],numPktsUser-6:stats,,,,57000,,0.4989649122807,0.71660080211253,0,7
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[6],numRBsUser-6:stats,,,,57000,,0.4060701754386,0.52497911942393,0,3
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[6],CQIUser-6:stats,,,,60001,,12.907318211363,1.3353626010276,7,15
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[6],turnWaitingTimeUser-6:stats,,,,28441,,3.5863717872086e-006,7.0569859971144e-005,0,0.002
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[6],serviceTimeUser-6:stats,,,,28441,,0.0010000000000004,0,0.001,0.001
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[6],waitingTimeUser-6:stats,,,,28441,,0.00054177461403885,0.00034705588260969,6.681e-009,0.003951045221
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[6],rspTimeUser-6:stats,,,,28441,,0.0015453609858261,0.00035263174721813,0.001000006681,0.004951045221
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[6],tptUser-6:stats,,,,57000,,18899.298245614,31043.717810772,0,343000
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[7],servedUser-7:stats,,,,57000,,0.37931578947368,0.48522103401062,0,1
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[7],numPktsUser-7:stats,,,,57000,,0.49782456140351,0.7470678162215,0,8
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[7],numRBsUser-7:stats,,,,57000,,2.7934736842105,5.0031530474975,0,25
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[7],CQIUser-7:stats,,,,60001,,3.0983816936384,1.3331307316642,1,11
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[7],turnWaitingTimeUser-7:stats,,,,28376,,0.00026871299689879,0.00073103784527878,0,0.01
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[7],serviceTimeUser-7:stats,,,,28376,,0.0010000000000004,0,0.001,0.001
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[7],waitingTimeUser-7:stats,,,,28376,,0.00071904334691172,0.00076767391640193,4.2989e-008,0.010241651182
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[7],rspTimeUser-7:stats,,,,28376,,0.0019877563438105,0.001085811967126,0.001000042989,0.012125596977
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[7],tptUser-7:stats,,,,57000,,18991.49122807,32166.91271159,0,394000
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[8],servedUser-8:stats,,,,57000,,0.38894736842105,0.4875156230261,0,1
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[8],numPktsUser-8:stats,,,,57000,,0.50028070175439,0.71821551940983,0,6
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[8],numRBsUser-8:stats,,,,57000,,0.40535087719298,0.52351112266124,0,3
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[8],CQIUser-8:stats,,,,60001,,12.90405159914,1.336354650135,6,15
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[8],turnWaitingTimeUser-8:stats,,,,28516,,3.8224154860429e-006,7.6432685068173e-005,0,0.005
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[8],serviceTimeUser-8:stats,,,,28516,,0.0010000000000004,0,0.001,0.001
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[8],waitingTimeUser-8:stats,,,,28516,,0.00053638830928405,0.00034865344029838,6.0018e-008,0.003266736167
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[8],rspTimeUser-8:stats,,,,28516,,0.0015402107247701,0.000355694600759,0.001000060018,0.006020023854
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[8],tptUser-8:stats,,,,57000,,19127.421052632,31411.48862978,0,288000
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[9],servedUser-9:stats,,,,57000,,0.38031578947368,0.48546866478121,0,1
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[9],numPktsUser-9:stats,,,,57000,,0.49694736842105,0.74480685803654,0,9
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[9],numRBsUser-9:stats,,,,57000,,2.7902456140351,4.979697330947,0,25
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[9],CQIUser-9:stats,,,,60001,,3.1037149380844,1.3409299132834,1,10
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[9],turnWaitingTimeUser-9:stats,,,,28326,,0.00026530396102521,0.00071363571277811,0,0.01
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[9],serviceTimeUser-9:stats,,,,28326,,0.0010000000000004,0,0.001,0.001
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[9],waitingTimeUser-9:stats,,,,28326,,0.00073030516617062,0.00084311209812785,1.7057e-008,0.014798253998
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[9],rspTimeUser-9:stats,,,,28326,,0.0019956091271958,0.0011394347568486,0.001000017057,0.016111447799
General-64-20200611-17:07:11-16468,statistic,CellularNetwork.user[9],tptUser-9:stats,,,,57000,,18834.245614035,31926.51080508,0,349000
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.antenna,numQUser-9:stats,,,,54837,,0.24578295676277,0.77994289183402,0,14
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.antenna,numQUser-8:stats,,,,54837,,0.0022977186935828,0.056283375497278,0,3
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.antenna,numQUser-7:stats,,,,54837,,0.23214253150245,0.70801948348344,0,10
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.antenna,numQUser-6:stats,,,,54837,,0.0020606524791655,0.056454298277145,0,4
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.antenna,numQUser-5:stats,,,,54837,,0.22544996991083,0.69997553730575,0,9
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.antenna,numQUser-4:stats,,,,54836,,0.0020789262528266,0.056615429641381,0,4
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.antenna,numQUser-3:stats,,,,54836,,0.24286964767671,0.75717246992721,0,9
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.antenna,numQUser-2:stats,,,,54836,,0.0023159967904296,0.057722791357181,0,4
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.antenna,numQUser-1:stats,,,,54836,,0.25729447808009,0.76671468785916,0,10
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.antenna,numQUser-0:stats,,,,54836,,0.0019330366912247,0.049025350238445,0,2
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.antenna,numberPkt:stats,,,,57000,,5.0182631578947,2.300790412198,0,28
General-65-20200611-17:07:16-12148,attr,CellularNetwork.antenna,numberPkt:stats,source,numberPkt,,,,,,,
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.antenna,numberRB:stats,,,,57000,,16.023263157895,7.0736466556715,0,25
General-65-20200611-17:07:16-12148,attr,CellularNetwork.antenna,numberRB:stats,source,numberRB,,,,,,,
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.antenna,numServedUser:stats,,,,57000,,3.843298245614,1.438154325331,0,10
General-65-20200611-17:07:16-12148,attr,CellularNetwork.antenna,numServedUser:stats,source,numServedUser,,,,,,,
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.antenna,responseTime:stats,,,,286041,,0.0017883698008873,0.00091186749238883,0.001000005368,0.022828965736
General-65-20200611-17:07:16-12148,attr,CellularNetwork.antenna,responseTime:stats,source,responseTime,,,,,,,
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.antenna,throughput:stats,,,,57000,,190372.70175439,94407.649215085,0,1012000
General-65-20200611-17:07:16-12148,attr,CellularNetwork.antenna,throughput:stats,source,throughput,,,,,,,
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[0],servedUser-0:stats,,,,57000,,0.38761403508772,0.48720997458913,0,1
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[0],numPktsUser-0:stats,,,,57000,,0.49956140350877,0.71975272409582,0,6
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[0],numRBsUser-0:stats,,,,57000,,0.40485964912281,0.5251287166748,0,3
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[0],CQIUser-0:stats,,,,60001,,12.897618373027,1.3400253086261,6,15
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[0],turnWaitingTimeUser-0:stats,,,,28475,,3.8279192273924e-006,7.1258062591604e-005,0,0.002
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[0],serviceTimeUser-0:stats,,,,28475,,0.0010000000000004,0,0.001,0.001
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[0],waitingTimeUser-0:stats,,,,28475,,0.00053806644598107,0.00035038565865172,1.4108e-007,0.002932879633
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[0],rspTimeUser-0:stats,,,,28475,,0.0015418943652085,0.00035660064935934,0.00100014108,0.004070960543
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[0],tptUser-0:stats,,,,57000,,18970.578947368,31263.451859656,0,286000
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[1],servedUser-1:stats,,,,57000,,0.37880701754386,0.4850942066868,0,1
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[1],numPktsUser-1:stats,,,,57000,,0.50354385964912,0.766146327471,0,8
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[1],numRBsUser-1:stats,,,,57000,,2.7862807017544,4.981624634758,0,25
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[1],CQIUser-1:stats,,,,60001,,3.0963650605823,1.336767352108,1,9
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[1],turnWaitingTimeUser-1:stats,,,,28702,,0.00029374259633475,0.00077351313698708,0,0.011
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[1],serviceTimeUser-1:stats,,,,28702,,0.0010000000000004,0,0.001,0.001
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[1],waitingTimeUser-1:stats,,,,28702,,0.00077512870543885,0.00090965316132143,3.9989e-008,0.015828679029
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[1],rspTimeUser-1:stats,,,,28702,,0.0020688713017736,0.0012303639752673,0.001000039989,0.019021683298
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[1],tptUser-1:stats,,,,57000,,19154.50877193,32623.583800536,0,351000
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[2],servedUser-2:stats,,,,57000,,0.38580701754386,0.48678960550019,0,1
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[2],numPktsUser-2:stats,,,,57000,,0.49891228070175,0.72354458971189,0,7
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[2],numRBsUser-2:stats,,,,57000,,0.40154385964912,0.52159902940084,0,5
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[2],CQIUser-2:stats,,,,60001,,12.903168280529,1.3339628162601,5,15
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[2],turnWaitingTimeUser-2:stats,,,,28438,,4.2197060271468e-006,7.4419991274776e-005,0,0.003
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[2],serviceTimeUser-2:stats,,,,28438,,0.0010000000000004,0,0.001,0.001
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[2],waitingTimeUser-2:stats,,,,28438,,0.00053676190445713,0.00035014712851953,8.596e-008,0.0029957757
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[2],rspTimeUser-2:stats,,,,28438,,0.0015409816104843,0.00035674537232374,0.00100008596,0.00469116448
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[2],tptUser-2:stats,,,,57000,,18875.087719298,31306.481230303,0,278000
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[3],servedUser-3:stats,,,,57000,,0.37936842105263,0.48523412173938,0,1
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[3],numPktsUser-3:stats,,,,57000,,0.50022807017544,0.75378070733112,0,7
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[3],numRBsUser-3:stats,,,,57000,,2.7876842105263,4.9737509099551,0,25
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[3],CQIUser-3:stats,,,,60001,,3.0927484541924,1.332546777493,1,10
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[3],turnWaitingTimeUser-3:stats,,,,28513,,0.00028032827131485,0.00075378618132811,0,0.016
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[3],serviceTimeUser-3:stats,,,,28513,,0.0010000000000004,0,0.001,0.001
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[3],waitingTimeUser-3:stats,,,,28513,,0.00075748980064725,0.00092103070812421,1.20511e-007,0.021606070588
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[3],rspTimeUser-3:stats,,,,28513,,0.0020378180719621,0.001227436623512,0.001000120511,0.022828965736
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[3],tptUser-3:stats,,,,57000,,19012.894736842,32290.609195356,0,356000
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[4],servedUser-4:stats,,,,57000,,0.38761403508772,0.48720997458913,0,1
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[4],numPktsUser-4:stats,,,,57000,,0.50068421052632,0.72332682328887,0,6
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[4],numRBsUser-4:stats,,,,57000,,0.40357894736842,0.52241582572264,0,4
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[4],CQIUser-4:stats,,,,60001,,12.905001583307,1.3328947759473,6,15
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[4],turnWaitingTimeUser-4:stats,,,,28539,,3.574056554189e-006,6.8430398214531e-005,0,0.002
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[4],serviceTimeUser-4:stats,,,,28539,,0.0010000000000004,0,0.001,0.001
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[4],waitingTimeUser-4:stats,,,,28539,,0.0005410623163245,0.00035485395849418,5.632e-009,0.002956128494
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[4],rspTimeUser-4:stats,,,,28539,,0.0015446363728787,0.00036078198993139,0.001000005632,0.004706374823
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[4],tptUser-4:stats,,,,57000,,18890.526315789,31268.331210905,0,272000
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[5],servedUser-5:stats,,,,57000,,0.38233333333333,0.48596162265206,0,1
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[5],numPktsUser-5:stats,,,,57000,,0.5030350877193,0.75428650936489,0,8
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[5],numRBsUser-5:stats,,,,57000,,2.797649122807,4.9762926531372,0,25
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[5],CQIUser-5:stats,,,,60001,,3.099698338361,1.3346510439058,1,10
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[5],turnWaitingTimeUser-5:stats,,,,28673,,0.00026861507341402,0.00072817784872405,0,0.01
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[5],serviceTimeUser-5:stats,,,,28673,,0.0010000000000004,0,0.001,0.001
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[5],waitingTimeUser-5:stats,,,,28673,,0.00073164927347791,0.00080299801472446,5.368e-009,0.012657064023
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[5],rspTimeUser-5:stats,,,,28673,,0.0020002643468919,0.001115768349205,0.001000005368,0.016090111125
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[5],tptUser-5:stats,,,,57000,,19022.157894737,32189.808019331,0,431000
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[6],servedUser-6:stats,,,,57000,,0.39036842105263,0.48783715733281,0,1
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[6],numPktsUser-6:stats,,,,57000,,0.50370175438596,0.72399649970992,0,6
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[6],numRBsUser-6:stats,,,,57000,,0.40722807017544,0.5246502141851,0,3
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[6],CQIUser-6:stats,,,,60001,,12.90766820553,1.3323818387799,7,15
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[6],turnWaitingTimeUser-6:stats,,,,28711,,3.4481557591167e-006,6.5363073163125e-005,0,0.003
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[6],serviceTimeUser-6:stats,,,,28711,,0.0010000000000004,0,0.001,0.001
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[6],waitingTimeUser-6:stats,,,,28711,,0.00053943502354742,0.00035422997465755,5.3594e-008,0.003962764743
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[6],rspTimeUser-6:stats,,,,28711,,0.0015428831793065,0.00035951181437659,0.001000053594,0.004962764743
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[6],tptUser-6:stats,,,,57000,,19089.245614035,31453.268682305,0,269000
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[7],servedUser-7:stats,,,,57000,,0.38154385964912,0.48576978361955,0,1
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[7],numPktsUser-7:stats,,,,57000,,0.50454385964912,0.75921704303598,0,8
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[7],numRBsUser-7:stats,,,,57000,,2.8207192982456,5.0196737987849,0,25
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[7],CQIUser-7:stats,,,,60001,,3.103464942251,1.3332022204609,1,9
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[7],turnWaitingTimeUser-7:stats,,,,28759,,0.00027733926770751,0.00074952617345342,0,0.012
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[7],serviceTimeUser-7:stats,,,,28759,,0.0010000000000004,0,0.001,0.001
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[7],waitingTimeUser-7:stats,,,,28759,,0.00073576507876887,0.00080631372464353,5.1378e-008,0.011634373488
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[7],rspTimeUser-7:stats,,,,28759,,0.0020131043464764,0.0011219965078503,0.001000051378,0.013874381248
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[7],tptUser-7:stats,,,,57000,,19168.842105263,32446.462201788,0,335000
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[8],servedUser-8:stats,,,,57000,,0.38822807017544,0.48735121069563,0,1
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[8],numPktsUser-8:stats,,,,57000,,0.50119298245614,0.72254959102685,0,8
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[8],numRBsUser-8:stats,,,,57000,,0.40433333333333,0.52272234260805,0,3
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[8],CQIUser-8:stats,,,,60001,,12.896335061082,1.3354475160031,6,15
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[8],turnWaitingTimeUser-8:stats,,,,28568,,4.3755250630076e-006,7.9036860614377e-005,0,0.003
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[8],serviceTimeUser-8:stats,,,,28568,,0.0010000000000004,0,0.001,0.001
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[8],waitingTimeUser-8:stats,,,,28568,,0.00053855940946885,0.00035205917531725,2.2013e-008,0.002924609124
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[8],rspTimeUser-8:stats,,,,28568,,0.0015429349345319,0.00035949497046509,0.001000022013,0.004467182384
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[8],tptUser-8:stats,,,,57000,,19056.666666667,31355.790800213,0,297000
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[9],servedUser-9:stats,,,,57000,,0.38161403508772,0.48578689100056,0,1
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[9],numPktsUser-9:stats,,,,57000,,0.50285964912281,0.75799954219885,0,9
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[9],numRBsUser-9:stats,,,,57000,,2.8093859649123,4.9870936049729,0,25
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[9],CQIUser-9:stats,,,,60001,,3.10016499725,1.3344412586455,1,10
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[9],turnWaitingTimeUser-9:stats,,,,28663,,0.00027809370966054,0.0007506031124752,0,0.013
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[9],serviceTimeUser-9:stats,,,,28663,,0.0010000000000004,0,0.001,0.001
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[9],waitingTimeUser-9:stats,,,,28663,,0.00076729753350546,0.00093734590787186,5.6457e-008,0.016364336493
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[9],rspTimeUser-9:stats,,,,28663,,0.002045391243166,0.0012376209109676,0.001000056457,0.020685841717
General-65-20200611-17:07:16-12148,statistic,CellularNetwork.user[9],tptUser-9:stats,,,,57000,,19132.192982456,32406.796754708,0,363000
General-66-20200611-17:07:21-13848,statistic,CellularNetwork.antenna,numQUser-9:stats,,,,54887,,0.24268041612768,0.77640449282032,0,13
General-66-20200611-17:07:21-13848,statistic,CellularNetwork.antenna,numQUser-8:stats,,,,54887,,0.0023138448084246,0.059560595984724,0,4
General-66-20200611-17:07:21-13848,statistic,CellularNetwork.antenna,numQUser-7:stats,,,,54887,,0.23326106363984,0.72267301569819,0,11
